Species	ERAS6_Dag42	ERAS7_Dag8	ERAS11_Dag180	ERAS3_Dag180	ERAS9_Dag42	ERAS9_Dag4	ERAS7_Dag4opt	ERAS2_Dag0	ERAS2_Dag42	ERAS2_Dag180	ERAS4_Dag0	ERAS3_Dag4	ERAS9_Dag8	ERAS7_Dag0	ERAS11_Dag8	ERAS11_Dag4opt	ERAS4_Dag180	ERAS5_Dag4	ERAS3_Dag0	ERAS9_Dag0	ERAS11_Dag42	ERAS5_Dag180	ERAS5_Dag0	ERAS5_Dag42	ERAS6_Dag8opt	ERAS2_Dag8	ERAS4_Dag4opt	ERAS6_Dag4opt	ERAS6_Dag180	ERAS7_Dag42	ERAS2_Dag4opt	ERAS4_Dag42	ERAS3_Dag42	ERAS7_Dag180	ERAS11_Dag0	ERAS4_Dag8opt	ERAS5_Dag8	ERAS6_Dag0	ERAS3_Dag8	ERAS9_Dag180	ERAS8_Dag180	ERAS10_Dag0	ERAS12_Dag180	ERAS12_Dag2	ERAS8_Dag8	ERAS12_Dag4opt	ERAS8_Dag0	ERAS12_Dag42	ERAS1_Dag8	ERAS12_Dag0	ERAS1_Dag42	ERAS10_Dag180	ERAS10_Dag8	ERAS1_Dag0	ERAS8_Dag42	ERAS1_Dag180	ERAS10_Dag42	ERAS12_Dag8	ERAS12_Dag1opt
motu_linkage_group_230	0	0	0	0	0	0	0	0	0	0	0.0272461180490763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316683251449758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_233	0	8.53853974798833e-05	0	0	0	0	0	0.021893296649171	0	0	0	0	0	0.00105290622821315	0	8.47185645084719e-05	0	0.000150856105510251	0	0	0	0.0313922967687879	0	4.65919891326774e-05	0	0	0	0	0.000710856859744219	0.00468361678892988	0	0	0	0	0.00109695065530304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_234	0	0	0	0	0	0	0	0	0	0	0	0	6.90817740766407e-05	0	0	0	0	0	0	0	0	0	0.00451060684605931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00728310052757068	0	0.0202222049488919	0	7.93793620364522e-05	0.000115535604703581	0.0131394867375825	0.020471922739287	0	0.00588487701178679	0	0	0	0	0.00105371521271483	0	0	0.00849815402993843	0.012440989748963
motu_linkage_group_238	0.000639268087660124	0	0.00171239963302726	0.00501359252820562	0	0.000159923652955773	2.94219905299816e-05	0.0102049516443958	0.0212200184203911	0.0140021180313526	0.00214467744960321	0.000179120517094505	0	0.0089088335533219	0	0	0.00158536822630437	0	0.0210709646549589	0.000303779719446141	0.00100646822359882	0	0.000233058057333104	0	0	0.000101330475441252	9.66717293899262e-05	0	0.00150232635306768	0.000138273088733373	0	0.00433704942587705	0.000165331730102924	0.00120059825465203	0	0	0	0.000539795531024142	0	0.00522195015687617	0.000157540028579211	7.46901067022518e-05	0	0	0	0	0.000273107114637974	0.000349812719221191	0.000245029140743831	0.000131207001914321	0.0109366918541252	0.00312983691395532	0	0.00413762558326839	0	0.0060002225187289	0.00124038843030213	0	0.000319374401273714
motu_linkage_group_24	7.02492404022115e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88849564519423e-05	0	0	6.64019947036562e-05	0	0	0	0	0	0	0	0	0	0.0668043503739878	0	0	0.0462154926696301	0	0	0	3.96896810182261e-05	0	0.0435059633618293	0	0	0	0	0	0	0	0.0745841080444129	0	0	0	0
motu_linkage_group_240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000268863674456469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_241	0	0	0.000833606736733014	0	0	0.00402093756003087	0	0.0154677815320173	0.0053514779663848	0	0.00641519329585425	0.00171837594970882	0	0.00338990779889348	0	0.000429644148578679	0	0	0.0132305757391212	0.00715295269626088	8.52939172541369e-05	8.500486533655e-05	0.00686785703835427	0.000108714641309581	0	0.000253326188603131	0.000504788340656758	0	0.00125630078305311	0.000125470024961765	0	0	0	0.00716607083245428	0.020636826521701	0	5.68001965182405e-05	0.00841103812350118	7.18689699299672e-05	0	0.00929064186397938	0.00904061499875173	0	0.000299600183832598	0	0.000154047472938108	0.00403515761877607	7.56351825343115e-05	0	0.00767123604525732	5.46615946327727e-05	3.1142655860252e-05	0	0.0520376749869182	0	0.0341614231290913	0	0	0.0252916345714552
motu_linkage_group_243	0	0	0	0	0	0	0.000205953933709871	0	0	0	0	0	0	0.00311092228349029	0	0.00021179641127118	0	0	0	0.000826563422679035	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046523182367766	0.0125477000764663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_244	0	0	0.0106016079191242	0	0	0	4.41329857949723e-05	0.0173967605255209	0	0	6.94070372039873e-05	0	0	0.000966318544971935	0	4.23592822542359e-05	0.0356063620013801	0	0	0	0	0	0	0	0	0	0	5.31215957629249e-05	0	0	0	7.16867673698686e-05	0	0	9.55408635263935e-05	0	0	0.00305263679613653	0	0	0	0.000318124528546628	0	0	0	0.000115535604703581	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_246	0	0.000106731746849854	0	0	0	0	3.26911005888684e-05	0	0	0	0	0	0	0.0794126814571129	0	0	0	0.000183182413833876	0	0	0	0.212892560113756	0.0103900533931991	0.0576855417451679	0	0	0	0	0	0.0441636563576132	0	0	0	0.00298648815844691	0	0	0.000184600638684282	0	0	0	0	0	0.190499977531868	0.000299600183832598	0	0.000192559341172635	0.0220834412896266	0.143396742566801	0	0.101543722921532	0	0	0	0	0	0	0	0.125759623819858	0.0709105104475079
motu_linkage_group_248	0	0	7.27133602134716e-05	0	0	0	0	0	0	0	6.94070372039873e-05	0	0	0	0	7.05988037570599e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136304965297655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000420046498681758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201647755842352	0	0	0	0	0	0	0	0	0.00152939984197266	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_253	0	0	0	9.29672786687135e-05	0	0	0	0	0	0	0	0.0125742603000342	0	0	0	6.65645863995136e-05	0	0	0.0373936155229794	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212569367275188	0	0.00163693346175221	0	0	0	0.000119781616549945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_254	0.0269335587702079	0	0	0	0	0	0	0	0	0	0	0	0	0.00514330838452804	0	0	0.00761312869098105	7.54280527551253e-05	0	0	0	0.00901476596894113	0.00878032681115416	4.65919891326774e-05	0	0	0	5.31215957629249e-05	7.32842123447648e-05	0	0	0	0	0.00171835625197071	0	0	0	0.00736169422482925	0	0	0	0	0	0	0	0	0.00316258038750774	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_257	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000771496257679206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00309625797156631	0	0	0	0	0	0.000106156515029326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_258	0.0729397863096162	0	0.016322331533919	6.64051990490811e-05	0.000109190658313763	0.000159923652955773	0	0.017608673862718	0	0	0.0161440768536474	0.000372019535503971	0	0.0165521015283902	0	9.68212165811107e-05	0.0226545198133387	0	0.0152451290640356	0.0025997892268879	0.00125503906816801	0	0.0172655671931269	0	4.88849564519423e-05	0	4.76215415713922e-05	5.31215957629249e-05	0.0303689775956705	8.06593017611345e-05	0	7.16867673698686e-05	0	0.00514006127772899	0.033936114724575	0	0	0.0142394338356369	7.18689699299672e-05	0.00743956872786398	0.00917108023514695	0.0310773085636953	0.0105932588336762	0.000199733455888398	5.29195746909682e-05	0.000231071209407162	0.0348430056855128	0.0247780857982405	6.89144458342025e-05	0.00952125477224926	0.00296047196531097	5.70948690771286e-05	0.00012570067583703	0.0217311114796202	0.0740332736847123	0.0209539020771236	8.0675670263553e-05	0	0.00216986725571259
motu_linkage_group_260	0.000871090580987422	0	0	0	0	0.000319847305911546	0	0	0	0	0.0530616799424483	0	0	0.00169573318859591	0.000131645746279689	9.07698905447913e-05	0.0410627176636432	0	0	0.00257153064833478	8.52939172541369e-05	0	0	0	0	0	0.00185676390586858	0	0.0127367961055201	5.37728678407564e-05	0	0.0263090436247418	0	0.0108729179436924	0.0250317062439151	0.0166200072168962	0	0.0166033659887426	0	8.86794058664076e-05	0	0.0160708212921012	0	0	0	0.000173303407055372	0.00148024056133782	0	0	9.1844901340025e-05	0	0	0	0	0	0	6.05067526976648e-05	0	0
motu_linkage_group_265	0.00112398784643538	0	0.00394469979158084	0	0	0	2.94219905299816e-05	0.00476805008693379	0	0	0.00805121631566252	0	0	0.014376326223905	0	0	0	0	0.0118063393833755	0	0.00855071520472723	0	0.00355549036303527	0	0	0	3.33350790999746e-05	0	0.0348588570053265	0.0263809689626751	0	0	0	0.00252125633476925	0.000912946029252205	0	0	0.00122850017405494	0	0	0.00776447283711827	0.00678435135878788	0	0	0	0	0.00356131677487919	0	0	0	0	0	0	0	0.00536069727378756	0	0	0	0
motu_linkage_group_267	0	0	0	0	0	0	0	0	0	0	0.00198966839984763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000251865042088697	0	0.00356649833411189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_268	0	0	0	0	0	0.000559732785345206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00570823286773214	0	0	0	0	0	0	0	0	0.00240372216490829	0	0	0	0	0.00266382737750918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00828232481875772	0.00302706614961649	0	0	0	0.00365052600504698	0	0	0
motu_linkage_group_270	0.006834247530558	0	0	0	0	0	0	0.00423826674394114	0	0	0	0	0	0.0007659299066137	0	0	0	0	0	0.00129182073385734	0.000146218143864235	0.00190350180592917	0.000286483326289862	0	0	0	0	0	0	0	0	0.00739397800586359	0	0.00275494420933545	0	0	0	0	0	0	0	0	0	0	0	0	0.00531388414481316	0	0	0.000804736278407838	0	0	0	0.00741067268645085	0	0	0	0	0.000156556079055742
motu_linkage_group_273	0	0	0	0	0	0	0	0	0	0	0.00331765637835059	0	0	0	0	0	0	0	0	0.0076863333664512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.36939090175957e-05	0	0	0	0	0	0.00621157826969462	0.0118819511412166	0	0	0	0	0	0	0	0	0	0.0294765237717285	0.00016760090111604	0	0.00248159397102242	0	0.0197131000288992	0	0
motu_linkage_group_274	0.00202317812358369	0	0	0	0.0681505694532616	0.000559732785345206	0	0.0125359983535634	0.0651866347652684	0.00235154886343743	0.00123544526223097	0.000620032559173285	0	0.00025629954239399	0	6.77748516067775e-05	0.00295225814580354	0	0.00418119704799893	0.00327093046752473	0	6.37536490024125e-05	0.00648768592157502	0	0	0.000135107300588336	0.000123339792669906	0	0.00334908850415575	0	0	0	0	0.000810403821890117	0.00479615134902495	0	0	0.00399262556567857	7.18689699299672e-05	0.0170112437424874	0.00798390359121075	0.00598765688729719	0	0.000139100085350849	3.96896810182261e-05	0.000115535604703581	0.00350123320965883	0	6.89144458342025e-05	0.00425548042875449	0	0	0	0.0242287826443129	0.000658729749745081	0.00786357287122479	0	0	0.00375734589733782
motu_linkage_group_277	0	0	0.00317939167533405	0	7.79933273669737e-05	0.000213231537274364	0	0	0	0	0.00373409860157451	0.000334817581953574	0	0.00380293104795407	0	0	0	0	0.0149976599415893	0.00707170928292063	0.00335205094808758	0	0	0	0	0	0.000276681156529789	0	0.00248433479848753	0	0	0	0	0.000510254258227111	0.0029617667693182	0	0	0.000217159121676379	7.18689699299672e-05	0	0	0.00603745029176536	0	0	0	0.000115535604703581	0.000879404909134278	7.56351825343115e-05	0	0.00011021388160803	0	0	0	0	0	0	0	0	0.000271363870363287
motu_linkage_group_280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100049854554335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_281	0.0534245473258818	0.0976382020182465	0.00449913916320856	0.0212164610961814	0	0	0	0	0	0	0.00208221111611962	0	0	0.00704477390850507	0	0	0.0222959913098635	0.0142936159970962	0.00518138475121939	0	0.00277205231075945	0.0650287219824607	0.00655814533425712	0.131785441261778	0.31359699563921	0	0	0.000185925585170237	0.0344435798020395	0.0392004206559114	0	0.0885690010854726	0.0851694598215919	0.00255127129113555	0	0	0.172587397120674	0.00237323897260614	0.0686708007680836	0	0.00393850071448028	0.0117636918056047	0.0167832956220291	0	0.304201560164194	0	0	0.0241276232284454	0	0.00459224506700125	0.00498513743050887	0	0	0.00329363230508927	0.00451457026764948	0.00588889026496342	0	0.0366393875564524	0.0076555922658258
motu_linkage_group_282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205958283224604	0	0	0	0	0	0	0	0	0	0	0	0.000198158828054742	0	5.68001965182405e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_284	9.8348936563096e-05	0.113904120238164	0	0.00689950018119952	0	0.00311851123263758	5.88439810599631e-05	0.0114035864579166	0	0	0	0.000279014651627978	9.21090321021877e-05	0.014613230125253	0	0	0	0.000234665053015945	0.0110072203421427	0.0431084615827989	0	0.0150012336102677	0.00386442778787217	0.0237852104522318	4.88849564519423e-05	0	0	0	0.0488585843702547	0.0172126949958261	0	0	0	0.0139944734057877	0	0	0.00840074906504777	9.30681950041624e-05	0	5.70081894855477e-05	0	0	0	0	0	0	0	0	0.000103371668751304	0	0.0167526855230522	0	0	0.0018320829697059	0	0.00655102419525284	0	0	0
motu_linkage_group_288	0.00232700608832325	0	0.0153461546730532	0	0	0.00305454177145527	3.92293207066421e-05	0.0111843150187336	0.000225325388058308	0.00811378924194095	0.0110148968042728	0.000542528489276624	0	0.0196318522459137	0	0.000160965272566097	0	7.54280527551253e-05	0.00178154854353702	0.00655599022432602	0.0102096818953202	6.37536490024125e-05	0.0244819359296194	4.65919891326774e-05	0	0	0.000530027757689595	5.31215957629249e-05	0.00297533902119745	7.52820149770589e-05	0	0	0	0.0160880166123371	0.0173056350800807	0	0	0.0127875699935719	0	0	0.0299663640076028	0.0141848960978693	0.00720469230314482	0.000128400078785399	0	0.000115535604703581	0.00658188146277518	0.00232200010380336	0	0.00720676325848063	0	3.1142655860252e-05	0	0.00622359270982493	0	0	0	0	0.00158747864162523
motu_linkage_group_289	0	0	0	0	0	0	0	0	0	0	0.000916172891092632	0.000198410418935451	0	0	0	0	0.00120443169136198	0	0.0121311426065863	0	0	0.0141979376328373	0	0	0	0	4.44467721332994e-05	0	0.00144369898319187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.09838092397717e-05	0	0	0	0
motu_linkage_group_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107271991503203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_290	0.000744641948263441	0	8.18025302401556e-05	0.00823424468208605	0	0.000191908383546928	0	0.00492698508983158	0.000698508702980753	0.00470940214742027	0.00714198412829029	0	0	0	0	0	0.00302508424807194	0	0.000278402762752087	0.00320734866578019	0.000682351338033096	0.0103982201522935	0	0	0	0.000151995713161878	0.000120006284759908	0	0.0043017832646377	0.00122064409998517	0	0.0111186176190666	0.00254374676172641	0	0.000363055281400295	0.000107271991503203	0	0.00430905742869272	0	0.00652743769609522	0.0039441271440724	0.000728228540346955	0.0306438728429596	0	0	0	0	7.56351825343115e-05	0	0.000459224506700125	0.0117500563822608	0.0167204919313693	0	0.00997009945686396	0.00072119550187608	9.37534768551391e-05	0.00572998948046885	0	0.000385127954477126
motu_linkage_group_293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000577006810280388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00167333381742126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_295	0	0	0.000774397286273473	0	0	0	0	0	0	0	0	0	0	0	0	0.000652332946715233	0	0	0	0	0.000113725223005516	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163693346175221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_297	0	0	0	0	0	0	0	0	0	0	0.0194686739357184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316683251449758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00237026445503942	0	0	0	0	0	0.000103371668751304	0	0.0048227144064572	0	0	0.00558741194613358	0	0.00519829545777155	0	0	0
motu_linkage_group_301	0.00706707358446247	0	0.00442279013498441	0	0.0125491263733461	0	0	0.00138405898356828	0	0	0.00290815485884707	0.000206677519724428	0	0	0	0	0.0342618801133481	0	0.0169825685278773	0.00426704536152254	0.00266117021832907	0.00303467369251484	0.00198370346474224	0.000256255940229726	0	0	6.66701581999491e-05	0	0.00482942959352	0	0	0	0	0.0022060992929231	0.000178342945249268	0	0	0	0	0.00689229010880272	0.000939613741883153	0.0037656262129052	0	0	0	0	0.00293317041121185	0	0	0	0.0201854336659903	0	0	0.003643580737505	0.000919950167747441	0.0201218399700342	0	0	0
motu_linkage_group_302	0	0	0	6.64051990490811e-05	0	0	0	0	0	0	0.000115678395339979	0.000124006511834657	0	0	0	0	0	0	0.0124043897626208	0	0	0	0.000313152945253784	0	0	0	0	0	0	0	0	0	0	7.50373909157516e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_306	0	0	0.0276274412131085	0	0.000129988878944956	0.00023988547943366	2.94219905299816e-05	0	0	0	0.0010758090766618	0	0	0.0139212213607892	8.77638308531263e-05	8.00119775913345e-05	0.000140050196669997	0	0.000193335251911171	0.0196255828051484	0.0317634547854406	0	5.4199548217001e-05	0	0	0	0	0	0.00201531583948103	5.37728678407564e-05	0	0	0	0.00178588990379489	0.0546493739370971	0	0	0.000217159121676379	0	0	9.0022873473835e-05	0.0115147247832638	0.000354526734728118	0	0	0	0.00456088881445417	0.000302540730137246	0	8.57219079173566e-05	0.0018235107969493	4.35997182043527e-05	0.00012570067583703	0.0048649693839756	0	0.000685572299503204	0.000100844587829441	0	0.000164383883008529
motu_linkage_group_307	0.0869061158486914	0	0.00464153616029327	0	0	0	0	0.000645673449272283	0	0	0	0	0	0.00191185604596598	0	0	0	0	0	0	0.00603691392120947	0	0	0	0	0	0	0	7.32842123447648e-05	0	0	0	0	0.000550274200048845	0.0037013238240225	0	0	0.000244304011885926	0	0	0	0.00018672526675563	9.5722218376592e-05	0	0	0	0.000100139275367257	7.56351825343115e-05	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_308	0	0	0	0	0	0	4.41329857949723e-05	0	0	0	0	0	0.000103622661114961	0.0311248086178864	0	0	0	0.000113142079132688	0	0	0.000767645255287233	6.37536490024125e-05	0.0335224205722151	0	0	0	0	0	0.00134659740183505	8.06593017611345e-05	0	0	0	0	0	0	0	0.00423460287268939	0	0.0343260560939854	0.0258464109387769	0.00508048329964276	0	0	0	0	5.46214229275949e-05	0	0	0	0	0	0	0.0264090986129423	0.0175330008822236	0	0	0	0
motu_linkage_group_310	0	0	0	0	0	0	0	0.0336809760307573	0	6.30442054540867e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88849564519423e-05	0	0	0	0.0301051544312294	0	0	0	0	0	0	0	0	0.0197118437018816	0	0	0	0	0.0565718310605658	0.000235400144439898	0	0.000115535604703581	0	0.052294165204223	0	0.0438406329063053	0	0.00040174026059725	0	0	0	0	0	0.000133525464855876	0.0134231182182393
motu_linkage_group_314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035420702633303	0	0	0	0	0	0	0	0	0.000124090926672217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_316	0.00461537509442529	0	0.0106288754292042	0.0202004615507305	0.00910962063646253	0.000941772622961775	0	0.0068408274163925	0.014251830794688	0.0168895426411498	0.00135343722547775	0.00125246576953004	0.000161190806178828	0.00153364104556836	0	4.23592822542359e-05	0.00398302759329472	0	0.01571428927534	0.00113034314212518	0.00586822150708462	0.00984993877087273	0.00273165723013685	0.00461726612304833	0	0	0.000306682727719766	0	0.00163423793528826	0	0	0.0106526536311625	0.000800677950069874	0.000390194432761908	0.00228661133373168	0.135484525268545	7.5733595357654e-05	0.00161007977357201	0.000143737939859934	0.00623099511077037	0.00111965948883082	0.0032925888704576	0.00196549621733269	0.000180711221994265	0.000400865778284084	0	0.00156217269572921	0.0122075184610379	0.0160088257672852	0.00286556092180878	0.0145268653896057	0.00728738147129896	0	0.0166877370124523	0.000624657521309991	0.0108519649459823	0	0.000142427162512935	0.0117886727528974
motu_linkage_group_317	0.0114436012615202	0.00255302338464851	0.0228174524349874	0	0	0	0.877316682419202	0.00401973111495668	0.000912567821636146	0.00602072162086528	0.00160330255941211	0	0	0.00369694772366682	0.000438819154265632	0.28664949894264	0.0225368776481359	0	0	0	0.00094676248152092	0	0	0	0.0184687365475438	0.021765786124781	0.858261614047495	0.570249706195847	0.00400864641525864	0.000941025187213236	0.975656120532718	0.000896084592123357	0	0.00168083755651284	0.00121655366223608	0.0638053805461049	0	0.000623556906527888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_320	0.000333683891910504	0	0.000230258974009327	0	0	0.000604156022277365	0	0.00477540818891979	0	0	0.00195882082775697	0.000248013023669314	0	0.00137154890254081	0	0	0.00120754391795464	0	0.00923999292837687	0.00066231043483897	0	0.00118298437593365	0	0	0	0	0.000585215833088442	0	0.00251609129050359	0	0	0	0	0.000225112172747255	0.00120310717033236	0	0	0.00179931843674714	7.18689699299672e-05	0.00129218562833908	0.00115654386060135	0.000214388269237945	0.00172299993077866	0	0.000105839149381936	0	0.0016993331577474	0	6.89144458342025e-05	0.000632709320342394	0	0	0	0.0120156585944923	0.000191656284947384	0.00345064880091831	0	0	0.000493151649025588
motu_linkage_group_325	0.000684930093921562	0.000156539895379786	0.0018405569304035	0	7.79933273669737e-05	0.00603711789908043	3.6777488162477e-05	0.0578953859514148	0.00174627175745188	0.00726584467858349	0.000806856807496352	0	0.000138163548153281	0.00105204035138074	0	4.23592822542359e-05	0.000102703477557998	0	0.00168201669162719	0.0449311398994757	0.000272940535213238	6.37536490024125e-05	0.00367879433522894	0.00237619144576655	0	0	5.41695035374587e-05	0	0.00288556586107511	0.141920041448716	0	0	0	0.00134129336261906	0.00539805878924123	0	0.00119990415144783	0.00266407708199415	0	0.000923532669665873	0.0123570459916819	0.00930514245998887	0.012340189319049	8.56000525235993e-05	0	0	0.0100503418186775	0.00249596102363228	0.00336819354014665	0.00083425785383856	0.000388097321892686	0.00980993659597937	0	0.0020842516930643	0.000255541713263178	0.00102542865310308	0	0	0.00210176536132334
motu_linkage_group_327	0	0	0.0354720008908052	0	0	0	0	0.00150105280514582	0	0	0.00571451272979495	0	0	0.00906053517436051	0.000131645746279689	0	0.0388468123296645	0	5.15560671763124e-05	0.000176616115957059	0.0530622936339903	0	0.00288462039954928	0	0	0	0.000181490986210973	0	0.000952694760481943	0	0	0	0	0.000700348981880348	0.00733187663802546	0	0	0.000641136454473119	0	0	0.000196925035724014	0.00162520139583604	0.000140392586952335	0	0	0	0.00159615935888416	0.000663908824467846	0	0.000755169188795761	0	0	0	0.000487945526679891	0	0	0	0	0.000281800942300336
motu_linkage_group_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77748516067775e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00259234209701614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_333	0	0	0.0537497158697982	0	0.000389966636834868	0.000339837762531018	0	0	0	0	0.0386319569077393	0	0.000120893104634121	0	0.000105316597023752	0.000228740124172874	0.0152766754527633	0	0	0.086146276719215	0.05504869419582	0	0	0	0	0	0.000130006808489901	0	0	0	0	7.16867673698686e-05	0	0.00256627876931871	0.0997255533488496	0	0	0.000124090926672217	0	0.000133019108799611	0	0.0210128166855669	0.000548807385359127	0	0	0.000115535604703581	0.000562600656154227	0.00134630624911075	0	0.000887834046286908	0	0	0.00012570067583703	0	0	0	0	0	0.000366341224990437
motu_linkage_group_334	0	0	0	0	0	0	0	0.00268570722489326	0	0	0	0	0	0	0	0	0.000364130511341993	0	0	0	0	0	0.0017705185750887	0	0	0	0	0	0.0134924377616973	0	0	0	0	0	0.000907638203500738	0	0	0.00217159121676379	0	0	0	7.46901067022518e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
